Id,TotalLoan,Gender,Education,MaritalStatus,AgeGroup,HstPaySep15,HstPayAug15,HstPayJul15,HstPayJun15,HstPayMay15,HstPayApr15,BillSep15,BillJun15,BillApr15,PaySep15,PayAug15,PayJul15,PayJun15,PayMay15,PayApr15,DefaultPayment
16030,80000,2,2,1,4,1,-1,-1,2,2,2,0,2036,1081,174,2071,150,0,931,0,1
16031,570000,2,1,2,2,0,0,0,-1,0,-1,323085,74003,50852,50468,33372,74085,290,51107,41791,0
16032,20000,2,2,1,2,1,2,2,2,0,0,17044,18397,38282,0,3200,0,700,700,500,0
16033,90000,2,2,2,3,0,0,0,0,0,0,30646,28025,26012,1500,1509,1400,1000,1100,1000,0
16034,150000,2,3,1,4,0,0,0,2,2,0,142811,107702,103246,6000,10700,1600,0,2800,2500,1
16035,110000,2,2,1,4,0,0,0,0,0,0,182235,129227,50287,6071,5070,3362,1755,2000,2000,0
16036,170000,2,3,1,3,1,2,0,0,0,0,33039,31996,25301,3,2008,5000,2037,2029,2008,0
16037,90000,2,2,2,1,0,0,0,0,0,0,61982,45474,47623,2000,2100,2500,1650,2000,2000,0
16038,110000,2,2,2,1,0,0,0,0,0,0,45028,48735,50967,2000,2000,2000,2000,2000,2500,0
16039,20000,2,2,1,2,-1,2,2,-2,-2,-2,2120,0,0,0,0,0,0,0,0,0
16040,200000,2,2,1,2,3,2,2,2,2,2,5000,5000,5000,0,0,0,0,0,0,1
16041,50000,2,2,1,3,0,0,0,0,0,0,51012,49910,30524,2000,2200,2270,1204,1300,1238,0
16042,50000,2,3,1,5,0,0,0,0,0,0,22352,22104,22703,1324,1351,1664,797,825,1030,0
16043,30000,2,3,1,5,-1,-1,-1,2,0,0,2572,2749,26960,8848,5869,0,26965,1066,3196,0
16044,50000,2,3,1,5,-1,-1,-1,-1,-1,-1,65,940,0,0,1271,949,110,0,558,1
16045,80000,2,3,1,1,0,0,0,2,2,0,6808,12008,12603,2000,3100,1000,0,1000,2000,0
16046,160000,2,1,2,1,-1,0,0,0,0,-2,157453,70845,0,5937,5000,1417,0,0,0,0
16047,10000,2,2,2,4,-2,-2,-2,-1,-1,-1,-4,26,-87,0,0,30,300,1000,2000,1
16048,20000,2,2,2,1,1,2,2,0,0,0,19725,17789,17628,1293,0,1281,771,640,790,0
16049,70000,2,1,1,3,0,0,0,0,0,0,40498,43596,45309,1668,1750,2023,1600,1850,5800,0
16050,110000,2,3,3,3,2,0,0,0,0,0,67930,60021,59891,2293,2255,2139,2097,2174,2200,0
16051,150000,2,2,1,5,-1,-1,-1,-2,-2,-2,16611,16132,-20544,18552,18267,16142,5880,13707,1088,0
16052,500000,2,1,1,4,0,0,0,0,0,0,418958,440565,438953,39432,20000,20000,20000,20000,20000,0
16053,30000,2,2,1,5,2,2,2,2,2,0,28695,31236,30058,1900,0,3000,0,1500,2000,1
16054,160000,2,3,1,5,-1,-1,-1,0,-1,-1,24904,4127,842,2343,4856,1000,3995,842,26313,0
16055,300000,2,2,1,3,-1,-1,-2,-1,-1,-1,77765,58995,28948,1443,41071,58995,24713,28948,7210,0
16056,200000,2,3,1,5,-1,0,0,0,0,0,154875,124282,121449,5216,8000,20000,15653,3793,10000,0
16057,50000,2,2,2,3,0,-1,0,0,0,-2,2628,3000,0,1000,1050,1000,0,1000,0,0
16058,80000,2,2,2,2,0,0,0,0,0,0,60857,32812,26414,2000,2000,2000,1100,1000,1100,0
16059,140000,2,2,2,2,0,0,2,0,0,0,122662,102161,83028,6504,4000,4500,3500,4000,3500,0
16060,60000,2,3,1,2,0,0,0,0,0,0,63354,27121,26476,3000,3490,1794,1311,953,1390,1
16061,50000,2,3,1,5,0,0,2,2,2,2,25347,28198,23089,4881,0,4087,0,1798,0,0
16062,30000,2,2,2,4,0,0,0,0,0,0,29758,29376,28762,1500,1518,1439,1017,1032,1367,0
16063,80000,2,2,1,5,0,0,0,0,0,0,28775,27383,27823,1442,1459,1500,1000,1003,1100,0
16064,50000,2,2,1,4,1,2,0,0,0,0,50738,48423,49681,4,1939,2000,1700,1750,5430,0
16065,90000,2,2,2,4,-1,2,-1,-1,0,0,2489,1062,0,0,1062,1062,0,0,0,0
16066,120000,2,2,1,5,0,0,0,0,0,0,80324,60939,61359,3458,2519,2158,2151,2368,2197,0
16067,50000,2,2,1,4,3,3,2,0,0,0,52714,47633,18610,0,0,5000,3000,1000,2000,1
16068,80000,2,2,2,2,0,0,2,2,0,0,75953,78103,78678,7000,3000,0,3000,3100,5900,0
16069,160000,2,1,1,2,-1,-1,-1,-1,-2,-2,3089,0,0,0,12548,0,0,0,0,0
16070,140000,2,2,2,3,-1,-1,-1,-1,-1,-1,316,316,316,316,13816,316,316,316,316,0
16071,50000,2,2,1,3,0,0,0,0,0,0,33441,21767,5320,2659,2917,4600,1000,5200,0,0
16072,50000,2,2,1,3,0,0,0,0,0,0,40506,14510,16580,5000,3000,2000,500,2000,5000,0
16073,50000,2,3,2,4,0,0,0,0,0,0,19824,26614,14971,15000,10000,5000,1500,800,2000,0
16074,360000,2,2,1,5,-1,-1,-1,-1,0,0,410,56397,21818,3620,7656,56397,0,0,12117,0
16075,120000,2,2,1,3,0,0,0,0,0,2,50721,25619,2714,1667,1967,1650,500,0,1500,0
16076,160000,2,3,1,3,2,2,2,2,0,0,113336,115127,102418,6000,5500,0,3700,3200,3400,1
16077,100000,2,2,1,4,0,0,0,0,0,0,8166,10002,9626,1140,1164,1139,331,350,500,0
16078,110000,2,2,1,5,0,0,0,0,0,2,105851,88618,65629,5604,4661,3560,4915,0,3000,0
16079,300000,2,3,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
16080,110000,2,2,2,2,0,0,0,0,0,0,98006,88823,78169,4300,4295,3000,2887,3000,3034,0
16081,220000,2,1,1,2,0,0,0,0,0,0,67722,77902,82061,7500,3500,4000,3500,4000,3000,0
16082,100000,2,2,2,2,0,0,0,0,0,0,71171,75617,78953,1746,1792,1828,1855,2121,2100,0
16083,50000,2,2,2,2,2,2,0,0,0,-2,16639,4963,0,14,1505,2000,0,0,0,0
16084,140000,2,2,2,2,1,2,2,2,-2,-2,5420,0,0,2000,0,0,0,0,0,0
16085,50000,2,2,1,4,-1,-1,-1,-1,0,0,7965,22263,12712,12724,11022,22264,378,258,5380,0
16086,30000,2,3,1,2,0,0,0,0,0,0,16162,13233,12454,2000,1307,2000,252,249,100,1
16087,170000,2,2,2,2,0,0,0,0,0,0,92626,93812,95972,5000,5000,5000,5000,4400,3000,0
16088,260000,2,2,1,2,-2,-2,-2,-2,-2,-2,1249,0,1692,0,0,0,1178,1692,810,1
16089,290000,2,2,1,3,-2,-2,-2,-2,-2,-2,2369,1298,1623,1298,2369,1298,1298,1623,1275,1
16090,80000,2,2,2,3,2,0,0,-2,-2,-2,52052,0,0,2000,0,0,0,0,0,1
16091,160000,2,2,1,3,2,-1,-1,-1,-1,-1,776,380,1172,776,1172,380,776,1172,380,0
16092,100000,2,1,1,4,2,2,0,0,2,0,97229,65828,62756,0,2924,5226,0,2278,2292,1
16093,40000,2,2,1,3,2,2,2,2,2,0,25561,28100,27862,1500,0,2900,0,1100,2400,1
16094,290000,2,1,2,3,0,0,0,0,0,0,190453,197488,196579,8100,7000,8400,7000,7500,7500,0
16095,160000,2,2,2,4,1,2,2,0,0,0,152699,97251,99669,4462,0,4385,3639,3762,3800,1
16096,140000,2,2,1,3,1,2,3,2,0,0,59379,59798,8383,5200,0,0,3009,1000,94000,0
16097,80000,2,2,2,5,1,-1,-1,-2,-2,-2,-1600,0,0,83750,0,0,0,0,0,0
16098,30000,2,2,1,4,1,2,2,2,4,3,16484,20730,19512,1800,0,4200,0,0,0,1
16099,70000,2,2,1,5,2,2,2,2,2,2,24036,26206,27404,1700,1600,1000,1000,1500,0,1
16100,30000,2,2,1,2,-1,-1,-1,-1,0,0,419,880,0,1173,1370,880,500,0,1500,1
16101,50000,2,2,1,2,0,0,0,0,-2,-2,34811,0,0,2000,1000,0,0,0,0,1
16102,570000,2,1,2,2,0,0,0,0,0,0,47758,36502,39102,3000,4880,3000,3000,3000,3000,0
16103,200000,2,4,1,3,0,0,0,0,0,0,92707,116674,68256,3112,50000,6760,3486,2476,2500,0
16104,10000,2,2,1,3,-1,4,3,2,2,2,3305,2510,2222,0,0,500,400,0,36,0
16105,60000,2,3,1,5,0,0,0,0,0,0,58653,37418,35447,2500,2000,1900,1500,1300,1300,1
16106,220000,2,2,2,5,0,0,0,2,2,0,86957,88051,79286,4000,12000,3100,0,2900,3000,1
16107,60000,2,2,2,4,0,0,0,0,0,0,60902,61055,61587,2350,2532,2510,3250,2900,2630,1
16108,280000,2,2,1,4,2,0,0,0,0,0,185147,135264,126155,5000,10000,5000,5000,5000,5000,1
16109,10000,2,2,2,2,0,0,0,0,0,0,10468,10299,10306,1160,1331,1321,517,528,600,0
16110,200000,2,1,2,2,0,0,0,0,0,0,191807,202965,124488,8500,9200,8000,7000,5000,5000,0
16111,200000,2,2,1,3,0,0,0,0,0,0,103876,14208,14880,2034,3000,2083,10000,0,1286,1
16112,220000,2,2,1,3,0,0,0,0,0,0,81191,67266,160731,3000,3000,3520,3000,106200,5000,0
16113,370000,2,2,1,5,0,0,0,0,0,2,155124,338660,222304,10000,10000,10000,114000,10000,0,0
16114,100000,2,2,1,3,0,0,0,0,0,0,25945,15868,5954,4021,3013,4031,3012,2006,3121,0
16115,290000,2,2,1,5,0,0,0,0,0,0,145023,59734,63089,6000,4000,5500,2500,3000,3000,0
16116,20000,2,3,1,4,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
16117,200000,2,2,2,3,0,0,0,0,0,0,199278,189024,195044,7279,8679,6300,6000,6000,22001,1
16118,110000,2,3,2,3,0,0,0,0,0,0,35370,52873,41313,11000,40000,3526,4515,3000,0,0
16119,80000,2,2,1,4,0,0,0,2,0,0,78032,56202,24688,2130,5804,121,1003,853,1941,0
16120,100000,2,2,1,3,0,0,0,0,0,0,100050,97486,92817,4500,4600,4500,3500,3500,3500,0
16121,50000,2,2,1,4,0,0,0,0,0,0,41598,32663,28939,1825,1593,1458,1186,1198,1114,0
16122,20000,2,2,3,2,1,2,2,2,0,0,17836,18772,19545,0,2921,0,685,708,700,1
16123,300000,2,1,2,3,0,-1,-1,-1,-1,-1,13713,20714,12632,15003,13539,20714,13054,12636,12700,0
16124,160000,2,2,2,4,0,0,-2,-2,-2,-2,71900,0,0,0,0,0,0,0,0,0
16125,80000,2,3,1,4,2,0,0,0,0,0,16413,7830,5427,2160,1500,1218,311,1351,1000,1
16126,30000,2,2,1,3,2,2,0,0,0,2,16944,18473,19306,0,1620,1350,1600,0,1630,1
16127,30000,2,2,1,3,2,2,2,2,0,0,8229,11301,11766,3000,1188,0,564,426,429,0
16128,60000,2,2,1,3,0,0,0,0,0,0,60333,36441,38138,2100,2000,1700,1500,1400,1500,0
16129,200000,2,2,2,2,0,0,0,0,-1,0,24429,-3942,125926,1500,1000,0,128000,4600,5000,1
16130,50000,2,2,1,4,0,0,0,0,0,0,23064,12225,10133,1281,1214,1155,375,364,354,0
16131,50000,2,3,2,5,0,0,-1,0,-1,-1,10723,1473,1473,1000,658,1000,1473,1473,540,0
16132,270000,2,2,1,4,1,-2,-2,-2,-2,-2,-330,-330,-330,0,0,0,0,0,0,0
16133,30000,2,3,1,4,2,0,0,0,0,0,27783,29584,29404,1748,1802,1748,1200,1223,1100,1
16134,60000,2,2,1,4,0,0,0,0,0,0,34632,37701,39255,1600,1915,1625,1376,1422,1435,1
16135,60000,2,2,2,2,1,-1,-1,2,-1,-1,0,836,390,1672,836,0,780,390,0,1
16136,50000,2,1,1,4,0,0,0,0,0,0,50465,39545,19765,4000,3032,1668,1500,1805,23000,1
16137,220000,2,2,1,3,1,2,2,2,2,-2,194640,171669,172042,0,15510,0,5500,7250,6500,0
16138,50000,2,3,1,3,-2,2,2,0,0,0,51741,38600,19795,300,5222,2034,744,5200,790,1
16139,30000,2,3,2,3,0,0,2,0,0,2,22463,25317,26133,3278,0,1233,1432,0,566,1
16140,280000,2,2,2,3,0,0,0,0,0,0,28928,20395,18381,1634,1649,1304,703,701,705,0
16141,120000,2,2,1,3,-1,-1,2,2,2,2,2415,24007,31576,9886,0,20000,0,10000,0,0
16142,120000,2,3,1,4,1,2,2,2,2,2,69830,74443,77171,0,3400,5800,2900,3000,3100,0
16143,70000,2,3,1,4,0,0,0,0,0,0,23546,15864,12841,1573,1355,1203,516,500,500,0
16144,550000,2,2,1,4,0,0,0,0,0,0,67886,26422,17674,3688,2577,2169,1000,602,890,0
16145,220000,2,2,2,3,0,0,0,0,0,0,124418,109884,108202,6300,4000,5500,3775,4100,5000,0
16146,340000,2,2,1,5,-2,-2,-2,-2,-2,-2,3253,546,590,15886,1946,546,546,590,550,0
16147,110000,2,3,2,2,-1,-1,-1,-1,-1,0,9943,6037,2746,9284,6960,6055,7651,8,5159,0
16148,140000,2,3,1,3,0,0,0,0,0,0,131138,137490,104583,6300,7000,5421,4000,4000,4200,0
16149,360000,2,2,2,4,0,0,0,0,0,0,352538,282520,27792,14152,15000,15000,15004,5071,5168,1
16150,290000,2,1,2,2,-1,-1,-1,-1,-2,-2,1459,1492,943,1078,2154,1518,229,943,189,0
16151,200000,2,2,1,5,0,0,-1,2,2,2,26465,8162,7350,1000,8475,0,3000,0,7505,0
16152,60000,2,2,1,3,0,0,-2,-1,-1,-1,21261,1411,4486,2522,0,1411,1455,4486,11961,0
16153,40000,2,2,1,4,-2,-2,-2,-2,-2,-2,1858,960,1383,220,960,960,960,1383,960,0
16154,120000,2,2,2,2,0,0,0,2,-1,0,9102,9270,30774,2000,5000,0,49920,1500,4000,0
16155,80000,2,2,1,3,2,0,0,0,2,0,62622,32361,20509,3208,1964,3428,7,1000,2900,1
16156,300000,2,2,1,4,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,520,1
16157,20000,2,2,1,1,-1,-1,-1,-1,-1,-1,3454,2816,165,6885,14523,2816,7419,0,16963,1
16158,30000,2,2,1,5,2,2,2,2,2,-1,34713,26788,3000,2000,4,2916,106,3000,0,1
16159,180000,2,1,2,2,0,0,0,0,0,0,174869,132269,152632,8328,7000,4900,15000,10000,6000,0
16160,110000,2,2,2,4,0,0,0,0,0,0,111533,108390,107309,5500,5900,5500,5000,5000,4300,0
16161,250000,2,2,1,4,0,0,0,0,0,0,121558,79361,83040,6500,7000,4000,3000,3000,4000,0
16162,140000,2,2,2,2,0,0,0,0,0,0,137647,137629,122247,5004,5000,5000,4300,5000,5158,0
16163,80000,2,2,1,2,2,0,0,2,0,0,76362,80250,10662,3392,5800,1000,600,400,1000,1
16164,20000,2,3,1,2,0,0,0,2,0,0,18539,20109,20143,1400,3300,0,1000,1000,1000,0
16165,50000,2,3,2,5,0,0,0,0,0,0,11961,17760,22141,2500,2000,2000,2000,3000,3000,0
16166,90000,2,3,1,4,0,0,0,0,0,0,14028,11264,13038,3090,1176,1500,2000,609,478,0
16167,20000,2,2,1,3,0,0,0,0,0,0,17287,9662,0,1572,1242,1020,2000,0,0,0
16168,150000,2,2,2,3,0,0,0,0,-1,0,121764,111159,98404,35837,8794,3454,98231,3486,2706,0
16169,150000,2,1,1,3,-1,-1,-1,-1,-1,-1,3099,2887,2887,3102,3087,2887,2887,2887,3103,0
16170,50000,2,3,2,4,0,0,0,0,0,0,3048,6090,6342,1074,1092,1101,222,231,231,1
16171,90000,2,2,2,5,-1,-1,-1,-1,-2,-2,932,0,0,319,800,0,0,0,0,0
16172,350000,2,2,2,4,-2,-2,-2,-2,-2,-2,26774,4683,6677,22181,38683,4706,3816,6708,20105,0
16173,30000,2,2,2,3,0,0,0,0,2,0,22070,27012,26831,1676,1725,3613,0,975,980,0
16174,150000,2,1,1,2,1,-2,-2,-2,-1,-1,0,0,25590,0,522,0,3978,25590,0,0
16175,190000,2,1,2,2,0,0,0,0,0,0,189417,76514,79603,3318,2719,2800,2800,2900,3400,1
16176,340000,2,2,1,3,0,0,0,0,0,0,3058,3142,4153,1087,1129,1052,120,1000,1000,0
16177,50000,2,2,1,5,0,0,0,0,0,0,49571,25300,18920,2000,1812,2000,664,700,709,0
16178,50000,2,2,2,2,2,2,2,2,2,2,30715,28768,28629,0,3304,4,2230,0,2009,1
16179,280000,2,2,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,150,0
16180,230000,2,1,2,2,-1,-1,-1,-1,-1,-1,903,885,795,1711,1292,885,1292,795,1035,1
16181,400000,2,1,2,2,-1,-1,-1,-1,0,0,72551,12881,11563,8657,2190,12881,0,4590,0,0
16182,190000,2,3,1,3,-1,-1,-1,0,0,0,752,19623,23038,1302,18666,2000,3000,3000,1200,1
16183,170000,2,1,2,2,0,0,-1,0,0,0,18038,14168,0,10047,11909,5000,16,0,0,0
16184,150000,2,1,2,2,1,-2,-2,-2,-1,0,0,0,1883,0,0,0,1883,0,0,1
16185,140000,2,1,2,2,0,0,0,0,0,2,97528,105575,116266,3562,4000,5445,20000,0,9010,1
16186,110000,2,2,2,1,-1,0,0,0,0,0,37857,12207,73769,2000,3000,1500,71392,3000,3500,0
16187,260000,2,1,2,2,-1,-1,-2,-2,-2,-2,16083,-484,2,759,0,0,4356,0,3200,0
16188,30000,2,2,2,3,2,0,0,0,0,0,25037,19145,9335,2000,2000,2500,2000,2000,4000,0
16189,130000,2,3,1,4,2,2,0,0,0,0,95564,95334,97413,0,4500,3500,3400,4000,4000,1
16190,190000,2,3,2,3,0,-1,0,0,0,0,44098,88145,85083,164582,10056,10000,5000,10000,13000,0
16191,10000,2,2,2,3,1,2,0,0,0,0,7081,9004,9371,0,1290,1298,474,487,500,1
16192,30000,2,2,1,4,2,0,0,0,0,0,5288,11541,15118,1117,2500,3000,2000,2000,553,1
16193,300000,2,1,2,5,0,0,0,0,0,0,122838,133997,131067,10039,10048,20172,11034,20109,30428,0
16194,200000,2,2,1,4,-1,-1,-1,-1,-1,-1,9798,12868,12910,14499,8983,12908,7834,12919,13583,0
16195,130000,2,3,1,3,0,0,0,0,0,0,140479,119174,103492,5000,5000,4200,4000,3600,4542,0
16196,400000,2,3,2,3,-2,-2,-2,-2,-2,-2,1432,10525,11024,8132,7018,10542,13378,11045,6666,1
16197,220000,2,2,2,2,0,0,0,0,0,0,93682,100462,104806,4337,5000,4000,3824,4000,4000,0
16198,100000,2,1,1,3,1,-2,-2,-2,-2,-1,0,0,315,0,0,0,0,315,165,0
16199,80000,2,2,1,3,0,0,0,0,0,0,29249,23705,18104,1800,1550,1244,751,612,667,0
16200,50000,2,3,2,3,0,0,0,0,0,0,60170,50451,34161,3000,3000,5000,3000,1000,711,0
16201,200000,2,1,1,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
16202,400000,2,2,1,4,0,0,0,0,0,0,398711,189987,201699,17000,7000,7000,7000,11000,10000,0
16203,50000,2,2,2,5,-1,0,0,0,0,0,47295,25535,26689,4000,1800,1500,1000,1000,1500,0
16204,140000,2,3,1,3,-1,0,0,0,-1,-1,4637,2770,390,1141,1450,1000,390,390,390,0
16205,10000,2,2,1,5,0,0,0,0,0,0,8671,8758,4373,1265,1300,1400,1000,304,283,0
16206,80000,2,3,1,4,0,0,-1,0,-1,-1,3482,2946,0,1000,1524,1473,1473,0,390,0
16207,220000,2,1,1,3,0,0,0,0,0,0,136269,144764,150749,4967,5160,5233,5278,5464,6121,0
16208,80000,2,2,2,5,0,0,0,0,0,0,78083,53052,47160,3045,2545,2100,1700,3374,1740,0
16209,360000,2,1,1,3,-2,-1,0,-1,-1,-1,94657,73331,31840,45000,100000,73427,7759,31840,12577,1
16210,20000,2,2,1,5,2,0,0,2,2,2,16371,19259,19434,1289,2859,0,1044,0,528,1
16211,20000,2,2,1,5,0,0,0,0,0,0,10640,12287,11990,1185,1600,1000,243,240,619,0
16212,20000,2,3,2,3,1,2,2,2,2,0,19381,20421,18052,1600,300,1700,0,804,1000,0
16213,70000,2,2,1,3,0,0,0,0,0,0,50416,53630,55886,1835,2520,2000,2000,4058,2100,0
16214,210000,2,2,1,3,0,0,0,-2,-2,-1,29672,0,87045,2100,0,0,0,87045,4000,0
16215,240000,2,2,1,2,0,0,0,0,-2,-2,153104,0,0,4500,5014,0,0,0,1418,0
16216,50000,2,2,1,3,0,0,0,0,0,0,24636,26230,19227,1500,2300,2800,1000,1150,1000,0
16217,50000,2,2,1,2,0,0,0,0,0,0,17019,41168,7000,2591,40693,3900,1000,1500,2360,0
16218,230000,2,1,2,3,-2,-2,-2,-1,0,0,0,1158,1158,0,0,1158,0,0,0,0
16219,120000,2,1,2,5,0,0,0,0,0,2,90041,89737,97379,3079,3185,3251,7200,3600,3900,0
16220,180000,2,1,2,4,0,0,2,0,0,0,7668,8960,4656,2489,0,1166,126,112,244,1
16221,290000,2,1,1,3,-1,-1,-1,-1,-1,-1,3613,14912,15095,14718,7420,15118,45473,15095,8908,0
16222,160000,2,1,1,5,0,0,0,0,0,0,151400,130860,79360,6960,6882,6307,4730,2874,3052,0
16223,80000,2,3,1,4,2,2,2,3,3,2,66852,73690,76294,3000,5000,4000,0,5700,0,1
16224,50000,2,2,2,2,2,0,0,2,2,2,28133,31252,33965,1800,3400,0,1900,2000,0,1
16225,20000,2,3,1,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
16226,50000,2,2,3,3,-1,0,0,0,0,0,33436,20244,12270,2005,2005,2716,1000,911,500,1
16227,80000,2,2,1,3,2,2,2,2,2,0,63619,69109,68863,2500,0,7282,0,2700,3000,1
16228,30000,2,3,1,4,1,2,0,0,0,0,32577,23352,15236,0,1468,1564,591,489,388,0
16229,10000,2,2,1,3,3,2,0,0,2,0,7621,9834,9774,0,1122,1730,0,508,425,1
16230,200000,2,2,2,4,-2,-1,-1,-1,-1,0,15094,1805,90988,1727,991,1817,72836,30300,60000,0
16231,50000,2,2,1,3,0,0,0,0,0,0,49450,46181,19890,1743,2236,2807,629,3810,719,0
16232,480000,2,2,2,3,0,0,0,0,0,0,489305,375196,209218,18231,20010,13013,11209,9010,162510,1
16233,260000,2,2,1,5,0,0,0,0,-1,-1,28700,16869,10420,15000,10000,3000,12713,10420,12532,0
16234,200000,2,1,2,3,0,0,0,0,0,0,129554,121782,140460,5600,6000,4300,5500,17000,5300,0
16235,210000,2,1,1,4,1,-2,-2,-1,-1,-1,0,4351,6200,0,0,4351,0,6200,5276,0
16236,70000,2,2,1,4,2,3,3,3,3,2,50460,54426,54459,3000,3000,2000,0,2500,2200,1
16237,50000,2,2,1,4,2,2,2,0,0,0,49072,44908,30230,4000,0,2000,1039,1100,1100,0
16238,20000,2,2,2,5,2,0,0,0,0,2,13696,16893,17769,2000,1574,1284,1591,0,644,1
16239,80000,2,2,1,3,-2,-2,-2,-1,-1,0,390,10312,8279,0,1151,10312,12238,5000,3000,0
16240,200000,2,3,1,3,-1,-1,-1,0,0,-1,10701,6807,54416,4251,5144,2000,44406,54725,3000,0
16241,210000,2,1,1,3,-1,-1,-2,-2,-1,-1,29504,0,0,0,0,0,1742,0,22854,0
16242,210000,2,3,1,3,0,0,0,0,0,0,79662,32032,43814,3000,1791,6000,6000,7000,5000,0
16243,360000,2,1,3,3,-2,-2,-2,-2,-2,-2,3555,0,6920,2570,0,0,0,6920,0,0
16244,80000,2,2,2,7,0,0,2,0,0,2,57730,67711,73672,8198,0,5487,5429,3000,2621,1
16245,50000,2,3,1,4,0,0,0,0,0,0,3238,3878,5726,1500,1056,1069,1000,1000,255,0
16246,20000,2,2,2,4,0,0,0,-1,-1,-1,3135,2250,4315,2000,2296,2296,2342,4315,2796,0
16247,40000,2,2,1,3,0,0,3,2,2,2,35183,39924,41462,4600,1200,1400,0,3069,0,1
16248,50000,2,2,1,3,2,0,0,2,2,2,29989,34495,35918,2000,3500,1500,1500,1500,1500,1
16249,170000,2,2,1,5,0,0,0,0,2,2,133341,138404,137642,6804,6883,11600,5020,1200,4000,0
16250,310000,2,1,1,3,-2,-2,-2,-2,-2,-2,123,123,0,123,0,123,0,0,0,0
16251,50000,2,2,1,1,0,0,2,0,0,2,46108,49780,55479,4000,0,2384,8000,0,1852,0
16252,30000,2,1,2,1,0,0,3,2,2,2,24709,27481,30157,5000,0,0,2471,1300,4800,0
16253,200000,2,2,1,5,0,0,0,0,0,0,144249,126213,94875,6097,8039,5112,5000,5008,4019,0
16254,260000,2,2,1,3,0,0,0,0,0,0,191160,186688,165789,8357,7200,6500,6000,6000,6400,0
16255,80000,2,2,2,2,0,0,0,2,2,0,59520,64714,62990,2753,3438,4400,0,2400,9974,1
16256,180000,2,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
16257,130000,2,1,2,2,-1,-1,-1,-1,-1,-1,2936,1113,3000,2464,5890,1113,1283,3000,883,0
16258,190000,2,1,1,2,0,0,2,0,0,0,176699,90887,90295,15000,3000,4100,3200,3264,3248,1
16259,110000,2,2,1,3,0,0,0,2,2,2,105440,106068,105804,5300,11000,0,8077,0,3947,0
16260,60000,2,2,1,4,2,2,2,2,0,0,42922,32902,31318,3700,2000,0,1059,1096,1114,1
16261,40000,2,3,1,5,1,2,2,2,0,0,35771,38319,40224,0,5000,0,2000,1400,2000,0
16262,80000,2,2,1,2,-2,-2,-2,-2,-2,-2,1880,3176,1807,1261,1650,3176,3379,1807,2241,0
16263,100000,2,4,2,3,0,0,0,0,0,0,42622,52251,54467,5000,5000,2000,2100,2000,5001,0
16264,400000,2,2,1,3,0,0,0,0,0,0,95390,98972,102371,2988,3780,3000,3004,2988,2827,0
16265,70000,2,2,1,4,1,2,2,0,0,0,56922,57717,26342,5500,0,2723,1062,936,943,1
16266,500000,2,2,1,5,-2,-1,-1,-1,0,0,3645,16639,0,2744,1005,16639,142,0,10220,0
16267,190000,2,3,2,5,0,0,0,0,0,0,124245,132016,137470,4536,4696,4791,4811,5000,5033,0
16268,200000,2,2,2,3,0,0,0,0,0,0,4585,8525,2865,1500,2000,1000,518,1000,296,0
16269,210000,2,2,1,4,0,0,0,0,0,0,109919,27278,41225,11488,10000,11990,17990,15000,15000,0
16270,340000,2,2,2,5,0,0,0,0,0,0,196112,162628,139548,6446,6207,5758,4853,4940,4600,0
16271,180000,2,1,2,3,0,-1,0,0,0,0,16056,177460,141830,180040,8200,9607,5103,5237,5000,0
16272,110000,2,2,2,2,0,0,0,-1,-1,-1,10048,407,88628,2000,3000,410,1250,89035,3491,0
16273,80000,2,3,2,4,0,-1,-1,2,0,-1,11460,9011,7686,455,10843,0,22,7709,9398,0
16274,30000,2,3,1,2,0,0,0,0,0,0,9388,11539,9075,1162,1229,1144,376,329,345,0
16275,200000,2,1,2,2,-1,2,-1,2,-1,-1,2905,390,390,0,2253,0,390,390,390,0
16276,80000,2,2,1,2,0,0,0,0,0,0,51346,54608,56786,3000,2500,2000,2500,2500,2500,0
16277,300000,2,1,2,2,0,0,0,-1,-1,0,34515,5045,12565,30000,5000,5045,10288,5000,5000,1
16278,280000,2,1,2,2,-1,0,0,0,0,0,215052,199091,206054,7000,7200,8800,7300,7700,16000,0
16279,110000,2,2,2,2,1,-1,-1,-1,-1,0,-296,6540,316,2345,0,7009,632,0,36049,0
16280,130000,2,2,2,3,0,0,0,0,0,0,108984,103798,78727,3775,3988,6000,3784,3010,3200,0
16281,500000,2,4,1,2,-2,-2,-2,-2,-2,-2,33647,64346,16890,486,9041,64988,6000,16899,14028,0
16282,150000,2,2,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
16283,450000,2,2,2,3,-1,-1,-2,-2,-1,-1,12050,11670,1232,13551,6364,11728,1532,1234,201,0
